CIK,FILINGMANAGER_NAME,PERIODOFREPORT,FILING_DATE,SUBMISSIONTYPE,ISAMENDMENT,TABLEVALUETOTAL,TABLEENTRYTOTAL,ISCONFIDENTIALOMITTED,NAMEOFISSUER,CUSIP,TITLEOFCLASS,VALUE,SSHPRNAMT,SSHPRNAMTTYPE,INVESTMENTDISCRETION,weight
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,OLD NATL BANCORP/IN,680033107,COM,85000,6200,SH,SOLE,1.04E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,OM GROUP INC,670872100,COM,1162000,49500,SH,SOLE,0.000142826
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,OMEGA HEALTHCARE INVESTORS,681936100,COM,5049000,166320,SH,SOLE,0.000620594
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,OMEGA PROTEIN CORP,68210P107,COM,424000,39414,SH,SOLE,5.21E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,OMNICARE INC,681904108,COM,180000,4411,SH,SOLE,2.21E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,OMNICELL INC,68213N109,COM,451000,23882,SH,SOLE,5.54E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,OMNICOM GROUP,681919106,COM,2847000,48336,SH,SOLE,0.000349937
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,OMNOVA SOLUTIONS INC,682129101,COM,257000,33509,SH,SOLE,3.16E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,ONEOK INC,682680103,COM,667000,13994,SH,SOLE,8.20E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,OPEN TEXT CORP,683715106,COM,47061000,797375,SH,SOLE,0.00578447
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,ORACLE CORP,68389X105,COM,15240000,471382,SH,SOLE,0.001873214
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,ORBITZ WORLDWIDE INC,68557K109,COM,201000,35200,SH,SOLE,2.47E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,O'REILLY AUTOMOTIVE INC,67103H107,COM,4746000,46330,SH,SOLE,0.000583351
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,ORIENTAL FINANCIAL GROUP,68618W100,COM,1649000,106329,SH,SOLE,0.000202686
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,ORION MARINE GROUP INC,68628V308,COM,28000,2841,SH,SOLE,3.44E-06
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,ORTHOFIX INTERNATIONAL NV,2644547,COM,65000,1808,SH,SOLE,7.99E-06
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,OSHKOSH CORP,688239201,COM,2810000,66135,SH,SOLE,0.000345389
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,OSI SYSTEMS INC,671044105,COM,810000,13007,SH,SOLE,9.96E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,OTTER TAIL CORP,689648103,COM,53000,1700,SH,SOLE,6.51E-06
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,OVERSTOCK.COM INC,690370101,COM,1203000,97622,SH,SOLE,0.000147866
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,P G & E CORP,69331C108,COM,1053000,23643,SH,SOLE,0.000129429
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PACCAR INC,693718108,COM,960000,18994,SH,SOLE,0.000117998
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PALL CORP,696429307,COM,409000,5984,SH,SOLE,5.03E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PAPA JOHN'S INTL INC,698813102,COM,41000,665,SH,SOLE,5.04E-06
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PAREXEL INTERNATIONAL CORP,699462107,COM,2128000,53828,SH,SOLE,0.000261562
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PARKER DRILLING CO,701081101,COM,704000,164500,SH,SOLE,8.65E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PARKER HANNIFIN CORP,701094104,COM,1204000,13152,SH,SOLE,0.000147989
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PARKWAY PROPERTIES INC,70159Q104,COM,889000,47900,SH,SOLE,0.000109271
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PARTNERRE LTD,2671932,COM,319000,3425,SH,SOLE,3.92E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PATRICK INDUSTRIES INC,703343103,COM,736000,46673,SH,SOLE,9.05E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PATTERSON COS INC,703395103,COM,172000,4509,SH,SOLE,2.11E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PATTERSON-UTI ENERGY INC,703481101,COM,3455000,144928,SH,SOLE,0.000424669
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PAYCHEX INC,704326107,COM,610000,17397,SH,SOLE,7.50E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PC CONNECTION INC,69318J100,COM,997000,61000,SH,SOLE,0.000122546
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PEABODY ENERGY CORP,704549104,COM,577000,27280,SH,SOLE,7.09E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PEOPLE'S UNITED FINANCIAL,712704105,COM,247000,18404,SH,SOLE,3.04E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PEP BOYS-MANNY MOE & JACK,713278109,COM,58000,4900,SH,SOLE,7.13E-06
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PEPCO HOLDINGS INC,713291102,COM,264000,12340,SH,SOLE,3.24E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PEPSICO INC,713448108,COM,15841000,200242,SH,SOLE,0.001947086
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PERKINELMER INC,714046109,COM,208000,6169,SH,SOLE,2.56E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PERRIGO CO,714290103,COM,563000,4742,SH,SOLE,6.92E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PERRY ELLIS INTERNATIONAL,288853104,COM,1338000,73537,SH,SOLE,0.000164459
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PETMED EXPRESS INC,716382106,COM,77000,5710,SH,SOLE,9.46E-06
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PETROQUEST ENERGY INC,716748108,COM,238000,53574,SH,SOLE,2.93E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PETSMART INC,716768106,COM,2962000,47700,SH,SOLE,0.000364072
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PFIZER INC,717081103,COM,22986000,796470,SH,SOLE,0.002825308
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PGT INC,69336V101,COM,184000,26795,SH,SOLE,2.26E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PHARMACYCLICS INC,716933106,COM,330000,4109,SH,SOLE,4.06E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PHARMERICA CORP,71714F104,COM,927000,66219,SH,SOLE,0.000113942
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PHILIP MORRIS INTERNATIONAL,718172109,COM,13105000,141351,SH,SOLE,0.001610792
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PHILLIPS 66,718546104,COM,7171000,102489,SH,SOLE,0.000881419
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PILGRIM'S PRIDE CORP,72147K108,COM,1665000,181165,SH,SOLE,0.000204652
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PINNACLE WEST CAPITAL,723484101,COM,341000,5899,SH,SOLE,4.19E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PIONEER ENERGY SERVICES CORP,723664108,COM,210000,25500,SH,SOLE,2.58E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PIONEER NATURAL RESOURCES CO,723787107,COM,884000,7116,SH,SOLE,0.000108656
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PITNEY BOWES INC,724479100,COM,949000,63864,SH,SOLE,0.000116646
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PLATINUM UNDERWRITERS HLDGS,2958516,COM,701000,12565,SH,SOLE,8.62E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PLEXUS CORP,729132100,COM,447000,18400,SH,SOLE,5.49E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PLUM CREEK TIMBER CO,729251108,COM,944000,18084,SH,SOLE,0.000116031
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PMFG INC,69345P103,COM,170000,27493,SH,SOLE,2.09E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PNC FINANCIAL SERVICES GROUP,693475105,COM,2232000,33559,SH,SOLE,0.000274345
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PNM RESOURCES INC,69349H107,COM,2000,69,SH,SOLE,2.46E-07
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,POLYCOM INC,73172K104,COM,439000,39580,SH,SOLE,5.40E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,POLYONE CORPORATION,73179P106,COM,118000,4820,SH,SOLE,1.45E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PORTFOLIO RECOVERY ASSOCIATE,73640Q105,COM,594000,4682,SH,SOLE,7.30E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,POST PROPERTIES INC,737464107,COM,2056000,43659,SH,SOLE,0.000252712
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,POTLATCH CORP,737630103,COM,1327000,28932,SH,SOLE,0.000163107
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,POWER-ONE INC,73930R102,COM,403000,97300,SH,SOLE,4.95E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,POZEN INC,73941U102,COM,364000,69001,SH,SOLE,4.47E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PPG INDUSTRIES INC,693506107,COM,4632000,34580,SH,SOLE,0.000569339
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PPL CORPORATION,69351T106,COM,1011000,32294,SH,SOLE,0.000124266
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PRAXAIR INC,74005P104,COM,1784000,15992,SH,SOLE,0.000219279
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PRECISION CASTPARTS CORP,740189105,COM,1496000,7889,SH,SOLE,0.00018388
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PRIMUS TELECOMMUNICATIONS GR,741929301,COM,407000,36800,SH,SOLE,5.00E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PRINCIPAL FINANCIAL GROUP,74251V102,COM,665000,19536,SH,SOLE,8.17E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PROCTER & GAMBLE CO,742718109,COM,22414000,290862,SH,SOLE,0.002755001
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PROGRESS SOFTWARE CORP,743312100,COM,14000,600,SH,SOLE,1.72E-06
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PROGRESSIVE CORP,743315103,COM,757000,29966,SH,SOLE,9.30E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PROLOGIS INC,74340W103,COM,12710000,317913,SH,SOLE,0.001562241
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PROSPECT CAPITAL CORP,74348T102,COM,4000,400,SH,SOLE,4.92E-07
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PROSPERITY BANCSHARES INC,743606105,COM,0,0,SH,SOLE,0
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PROTECTIVE LIFE CORP,743674103,COM,235000,6576,SH,SOLE,2.89E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PROVIDENCE SERVICE CORP,743815102,COM,959000,51850,SH,SOLE,0.000117875
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PROVIDENT FINANCIAL HLDGS,743868101,COM,1199000,70500,SH,SOLE,0.000147374
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PROVIDENT FINANCIAL SERVICES,74386T105,COM,185000,12100,SH,SOLE,2.27E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PRUDENTIAL FINANCIAL INC,744320102,COM,1473000,24977,SH,SOLE,0.000181053
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PS BUSINESS PARKS INC/CA,69360J107,COM,523000,6629,SH,SOLE,6.43E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PTC INC,69370C100,COM,281000,11024,SH,SOLE,3.45E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PUBLIC SERVICE ENTERPRISE GP,744573106,COM,3231000,94087,SH,SOLE,0.000397136
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PUBLIC STORAGE,74460D109,COM,15568000,102204,SH,SOLE,0.00191353
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PULTE GROUP INC,745867101,COM,4357000,215278,SH,SOLE,0.000535538
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,PVH CORP,693656100,COM,449000,4200,SH,SOLE,5.52E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,QEP RESOURCES INC,74733V100,COM,305000,9578,SH,SOLE,3.75E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,QLOGIC CORP,747277101,COM,211000,18149,SH,SOLE,2.59E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,QUALCOMM INC,747525103,COM,8711000,130133,SH,SOLE,0.001070707
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,QUANTA SERVICES INC,7.48E+106,COM,328000,11472,SH,SOLE,4.03E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,QUEST DIAGNOSTICS,74834L100,COM,483000,8551,SH,SOLE,5.94E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,QUINSTREET INC,74874Q100,COM,398000,66733,SH,SOLE,4.89E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,RADIAN GROUP INC,750236101,COM,343000,32052,SH,SOLE,4.22E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,RANGE RESOURCES CORP,75281A109,COM,709000,8745,SH,SOLE,8.71E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,REACHLOCAL,75525F104,COM,646000,43195,SH,SOLE,7.94E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,REALTY INCOME CORP,756109104,COM,6513000,143623,SH,SOLE,0.000800541
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,RED HAT INC,756577102,COM,526000,10396,SH,SOLE,6.47E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,RED ROBIN GOURMET BURGERS,75689M101,COM,1596000,34993,SH,SOLE,0.000196171
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,REGAL BELOIT CORP,758750103,COM,28000,342,SH,SOLE,3.44E-06
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,REGENCY CENTERS CORP,758849103,COM,3837000,72525,SH,SOLE,0.000471622
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,REGIONS FINANCIAL CORP,7591EP100,COM,623000,76015,SH,SOLE,7.66E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,RENTECH INC,760112102,COM,1363000,580089,SH,SOLE,0.000167532
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,REPLIGEN CORP,759916109,COM,179000,25900,SH,SOLE,2.20E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,REPUBLIC AIRWAYS HOLDINGS IN,760276105,COM,271000,23458,SH,SOLE,3.33E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,REPUBLIC SERVICES INC,760759100,COM,531000,16093,SH,SOLE,6.53E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,RESMED INC,761152107,COM,49181000,1060856,SH,SOLE,0.006045049
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,RESOLUTE FOREST PRODUCTS,76117W109,COM,4000,238,SH,SOLE,4.92E-07
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,REX American Resources Corp,761624105,COM,660000,29826,SH,SOLE,8.11E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,REYNOLDS AMERICAN INC,761713106,COM,776000,17445,SH,SOLE,9.54E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,RF MICRO DEVICES INC,749941100,COM,188000,35301,SH,SOLE,2.31E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,RITE AID CORP,767754104,COM,1239000,652319,SH,SOLE,0.000152291
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,RIVERBED TECHNOLOGY INC,768573107,COM,171000,11494,SH,SOLE,2.10E-05
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,RLJ LODGING TRUST,74965L101,COM,3772000,165737,SH,SOLE,0.000463633
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,ROBERT HALF INTL INC,770323103,COM,3339000,88956,SH,SOLE,0.000410411
1453415,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS LLC.,31/3/2013,5/6/2013,13F-HR/A,Y,8135749000,2231,,ROCKWELL AUTOMATION INC,773903109,COM,4355000,50431,SH,SOLE,0.000535292
